Ruta,Fecha,DiaSemana,Intervalo,Feriado,EventoEspecial,FlujoVehicular,Congestion
Av. mexico,2025-05-02,Viernes,22:00-23:00,si,ninguno,149,regular
Av. mexico,2025-05-02,Viernes,23:00-00:00,si,ninguno,145,regular
Av. argentina,2025-05-02,Viernes,00:00-01:00,si,ninguno,31,muy bajo
Av. argentina,2025-05-02,Viernes,01:00-02:00,si,ninguno,29,muy bajo
Av. argentina,2025-05-02,Viernes,02:00-03:00,si,ninguno,50,muy bajo
Av. argentina,2025-05-02,Viernes,03:00-04:00,si,ninguno,31,muy bajo
Av. argentina,2025-05-02,Viernes,04:00-05:00,si,ninguno,15,muy bajo
Av. argentina,2025-05-02,Viernes,05:00-06:00,si,ninguno,163,regular
Av. argentina,2025-05-02,Viernes,06:00-07:00,si,ninguno,246,alto
Av. argentina,2025-05-02,Viernes,07:00-08:00,si,ninguno,106,bajo
Av. argentina,2025-05-02,Viernes,08:00-09:00,si,ninguno,105,bajo
Av. argentina,2025-05-02,Viernes,09:00-10:00,si,ninguno,104,bajo
Av. argentina,2025-05-02,Viernes,10:00-11:00,si,ninguno,108,bajo
Av. argentina,2025-05-02,Viernes,11:00-12:00,si,ninguno,92,bajo
Av. argentina,2025-05-02,Viernes,12:00-13:00,si,ninguno,158,regular
Av. argentina,2025-05-02,Viernes,13:00-14:00,si,ninguno,113,bajo
Av. argentina,2025-05-02,Viernes,14:00-15:00,si,ninguno,96,bajo
Av. argentina,2025-05-02,Viernes,15:00-16:00,si,ninguno,97,bajo
Av. argentina,2025-05-02,Viernes,16:00-17:00,si,ninguno,143,regular
Av. argentina,2025-05-02,Viernes,17:00-18:00,si,ninguno,134,regular
Av. argentina,2025-05-02,Viernes,18:00-19:00,si,ninguno,247,alto
Av. argentina,2025-05-02,Viernes,19:00-20:00,si,ninguno,201,alto
Av. argentina,2025-05-02,Viernes,20:00-21:00,si,ninguno,258,alto
Av. argentina,2025-05-02,Viernes,21:00-22:00,si,ninguno,136,regular
Av. argentina,2025-05-02,Viernes,22:00-23:00,si,ninguno,114,bajo
Av. argentina,2025-05-02,Viernes,23:00-00:00,si,ninguno,142,regular
Av. venezuela,2025-05-02,Viernes,00:00-01:00,si,ninguno,47,muy bajo
Av. venezuela,2025-05-02,Viernes,01:00-02:00,si,ninguno,21,muy bajo
Av. venezuela,2025-05-02,Viernes,02:00-03:00,si,ninguno,41,muy bajo
Av. venezuela,2025-05-02,Viernes,03:00-04:00,si,ninguno,24,muy bajo
Av. venezuela,2025-05-02,Viernes,04:00-05:00,si,ninguno,41,muy bajo
Av. venezuela,2025-05-02,Viernes,05:00-06:00,si,ninguno,244,alto
Av. venezuela,2025-05-02,Viernes,06:00-07:00,si,ninguno,115,bajo
Av. venezuela,2025-05-02,Viernes,07:00-08:00,si,ninguno,230,alto
Av. venezuela,2025-05-02,Viernes,08:00-09:00,si,ninguno,120,bajo
Av. venezuela,2025-05-02,Viernes,09:00-10:00,si,ninguno,118,bajo
Av. venezuela,2025-05-02,Viernes,10:00-11:00,si,ninguno,151,regular
Av. venezuela,2025-05-02,Viernes,11:00-12:00,si,ninguno,170,regular
Av. venezuela,2025-05-02,Viernes,12:00-13:00,si,ninguno,152,regular
Av. venezuela,2025-05-02,Viernes,13:00-14:00,si,ninguno,101,bajo
Av. venezuela,2025-05-02,Viernes,14:00-15:00,si,ninguno,132,regular
Av. venezuela,2025-05-02,Viernes,15:00-16:00,si,ninguno,161,regular
Av. venezuela,2025-05-02,Viernes,16:00-17:00,si,ninguno,147,regular
Av. venezuela,2025-05-02,Viernes,17:00-18:00,si,ninguno,252,alto
Av. venezuela,2025-05-02,Viernes,18:00-19:00,si,ninguno,140,regular
Av. venezuela,2025-05-02,Viernes,19:00-20:00,si,ninguno,162,regular
Av. venezuela,2025-05-02,Viernes,20:00-21:00,si,ninguno,243,alto
Av. venezuela,2025-05-02,Viernes,21:00-22:00,si,ninguno,90,bajo
Av. venezuela,2025-05-02,Viernes,22:00-23:00,si,ninguno,82,bajo
Av. venezuela,2025-05-02,Viernes,23:00-00:00,si,ninguno,138,regular
Av. paseo de la república,2025-05-03,Sabado,00:00-01:00,no,ninguno,11,muy bajo
Av. paseo de la república,2025-05-03,Sabado,01:00-02:00,no,ninguno,39,muy bajo
Av. paseo de la república,2025-05-03,Sabado,02:00-03:00,no,ninguno,42,muy bajo
Av. paseo de la república,2025-05-03,Sabado,03:00-04:00,no,ninguno,37,muy bajo
Av. paseo de la república,2025-05-03,Sabado,04:00-05:00,no,ninguno,21,muy bajo
Av. paseo de la república,2025-05-03,Sabado,05:00-06:00,no,ninguno,221,alto
Av. paseo de la república,2025-05-03,Sabado,06:00-07:00,no,ninguno,245,alto
Av. paseo de la república,2025-05-03,Sabado,07:00-08:00,no,ninguno,233,alto
Av. paseo de la república,2025-05-03,Sabado,08:00-09:00,no,ninguno,104,bajo
Av. paseo de la república,2025-05-03,Sabado,09:00-10:00,no,ninguno,180,regular
Av. paseo de la república,2025-05-03,Sabado,10:00-11:00,no,ninguno,119,bajo
Av. paseo de la república,2025-05-03,Sabado,11:00-12:00,no,ninguno,146,regular
Av. paseo de la república,2025-05-03,Sabado,12:00-13:00,no,ninguno,118,bajo
Av. paseo de la república,2025-05-03,Sabado,13:00-14:00,no,ninguno,107,bajo
Av. paseo de la república,2025-05-03,Sabado,14:00-15:00,no,ninguno,125,regular
Av. paseo de la república,2025-05-03,Sabado,15:00-16:00,no,ninguno,108,bajo
Av. paseo de la república,2025-05-03,Sabado,16:00-17:00,no,ninguno,98,bajo
Av. paseo de la república,2025-05-03,Sabado,17:00-18:00,no,ninguno,141,regular
Av. paseo de la república,2025-05-03,Sabado,18:00-19:00,no,ninguno,239,alto
Av. paseo de la república,2025-05-03,Sabado,19:00-20:00,no,ninguno,174,regular
Av. paseo de la república,2025-05-03,Sabado,20:00-21:00,no,ninguno,262,alto
Av. paseo de la república,2025-05-03,Sabado,21:00-22:00,no,ninguno,106,bajo
Av. paseo de la república,2025-05-03,Sabado,22:00-23:00,no,ninguno,77,bajo
Av. paseo de la república,2025-05-03,Sabado,23:00-00:00,no,ninguno,116,bajo
Av. alfredo benavides,2025-05-03,Sabado,00:00-01:00,no,ninguno,42,muy bajo
Av. alfredo benavides,2025-05-03,Sabado,01:00-02:00,no,ninguno,49,muy bajo
Av. alfredo benavides,2025-05-03,Sabado,02:00-03:00,no,ninguno,13,muy bajo
Av. alfredo benavides,2025-05-03,Sabado,03:00-04:00,no,ninguno,28,muy bajo
Av. alfredo benavides,2025-05-03,Sabado,04:00-05:00,no,ninguno,48,muy bajo
Av. alfredo benavides,2025-05-03,Sabado,05:00-06:00,no,ninguno,108,bajo
Av. alfredo benavides,2025-05-03,Sabado,06:00-07:00,no,ninguno,130,regular
Av. alfredo benavides,2025-05-03,Sabado,07:00-08:00,no,ninguno,130,regular
Av. alfredo benavides,2025-05-03,Sabado,08:00-09:00,no,ninguno,171,regular
Av. alfredo benavides,2025-05-03,Sabado,09:00-10:00,no,ninguno,125,regular
Av. alfredo benavides,2025-05-03,Sabado,10:00-11:00,no,ninguno,118,bajo
Av. alfredo benavides,2025-05-03,Sabado,11:00-12:00,no,ninguno,180,regular
Av. alfredo benavides,2025-05-03,Sabado,12:00-13:00,no,ninguno,105,bajo
Av. alfredo benavides,2025-05-03,Sabado,13:00-14:00,no,ninguno,123,regular
Av. alfredo benavides,2025-05-03,Sabado,14:00-15:00,no,ninguno,128,regular
Av. alfredo benavides,2025-05-03,Sabado,15:00-16:00,no,ninguno,91,bajo
Av. alfredo benavides,2025-05-03,Sabado,16:00-17:00,no,ninguno,167,regular
Av. alfredo benavides,2025-05-03,Sabado,17:00-18:00,no,ninguno,232,alto
Av. alfredo benavides,2025-05-03,Sabado,18:00-19:00,no,ninguno,184,alto
Av. alfredo benavides,2025-05-03,Sabado,19:00-20:00,no,ninguno,213,alto
Av. alfredo benavides,2025-05-03,Sabado,20:00-21:00,no,ninguno,158,regular
Av. alfredo benavides,2025-05-03,Sabado,21:00-22:00,no,ninguno,82,bajo
Av. alfredo benavides,2025-05-03,Sabado,22:00-23:00,no,ninguno,75,bajo
Av. alfredo benavides,2025-05-03,Sabado,23:00-00:00,no,ninguno,96,bajo
Av. universitaria,2025-05-03,Sabado,00:00-01:00,no,ninguno,45,muy bajo
Av. universitaria,2025-05-03,Sabado,01:00-02:00,no,ninguno,39,muy bajo
Av. universitaria,2025-05-03,Sabado,02:00-03:00,no,ninguno,16,muy bajo
Av. universitaria,2025-05-03,Sabado,03:00-04:00,no,ninguno,22,muy bajo
Av. universitaria,2025-05-03,Sabado,04:00-05:00,no,ninguno,19,muy bajo
Av. universitaria,2025-05-03,Sabado,05:00-06:00,no,ninguno,100,bajo
Av. universitaria,2025-05-03,Sabado,06:00-07:00,no,ninguno,200,alto
Av. universitaria,2025-05-03,Sabado,07:00-08:00,no,ninguno,127,regular
Av. universitaria,2025-05-03,Sabado,08:00-09:00,no,ninguno,174,regular
Av. universitaria,2025-05-03,Sabado,09:00-10:00,no,ninguno,102,bajo
Av. universitaria,2025-05-03,Sabado,10:00-11:00,no,ninguno,132,regular
Av. universitaria,2025-05-03,Sabado,11:00-12:00,no,ninguno,108,bajo
Av. universitaria,2025-05-03,Sabado,12:00-13:00,no,ninguno,170,regular
Av. universitaria,2025-05-03,Sabado,13:00-14:00,no,ninguno,156,regular
Av. universitaria,2025-05-03,Sabado,14:00-15:00,no,ninguno,136,regular
Av. universitaria,2025-05-03,Sabado,15:00-16:00,no,ninguno,149,regular
Av. universitaria,2025-05-03,Sabado,16:00-17:00,no,ninguno,173,regular
Av. universitaria,2025-05-03,Sabado,17:00-18:00,no,ninguno,189,alto
Av. universitaria,2025-05-03,Sabado,18:00-19:00,no,ninguno,166,regular
Av. universitaria,2025-05-03,Sabado,19:00-20:00,no,ninguno,220,alto
Av. universitaria,2025-05-03,Sabado,20:00-21:00,no,ninguno,181,alto
Av. universitaria,2025-05-03,Sabado,21:00-22:00,no,ninguno,69,bajo
Av. universitaria,2025-05-03,Sabado,22:00-23:00,no,ninguno,133,regular
Av. universitaria,2025-05-03,Sabado,23:00-00:00,no,ninguno,104,bajo
Av. la marina,2025-05-03,Sabado,00:00-01:00,no,ninguno,39,muy bajo
Av. la marina,2025-05-03,Sabado,01:00-02:00,no,ninguno,21,muy bajo
Av. la marina,2025-05-03,Sabado,02:00-03:00,no,ninguno,20,muy bajo
Av. la marina,2025-05-03,Sabado,03:00-04:00,no,ninguno,16,muy bajo
Av. la marina,2025-05-03,Sabado,04:00-05:00,no,ninguno,14,muy bajo
Av. la marina,2025-05-03,Sabado,05:00-06:00,no,ninguno,165,regular
Av. la marina,2025-05-03,Sabado,06:00-07:00,no,ninguno,198,alto
Av. la marina,2025-05-03,Sabado,07:00-08:00,no,ninguno,110,bajo
Av. la marina,2025-05-03,Sabado,08:00-09:00,no,ninguno,164,regular
Av. la marina,2025-05-03,Sabado,09:00-10:00,no,ninguno,143,regular
Av. la marina,2025-05-03,Sabado,10:00-11:00,no,ninguno,123,regular
Av. la marina,2025-05-03,Sabado,11:00-12:00,no,ninguno,155,regular
Av. la marina,2025-05-03,Sabado,12:00-13:00,no,ninguno,143,regular
Av. la marina,2025-05-03,Sabado,13:00-14:00,no,ninguno,108,bajo
Av. la marina,2025-05-03,Sabado,14:00-15:00,no,ninguno,149,regular
Av. la marina,2025-05-03,Sabado,15:00-16:00,no,ninguno,93,bajo
Av. la marina,2025-05-03,Sabado,16:00-17:00,no,ninguno,107,bajo
Av. la marina,2025-05-03,Sabado,17:00-18:00,no,ninguno,277,alto
Av. la marina,2025-05-03,Sabado,18:00-19:00,no,ninguno,266,alto
Av. la marina,2025-05-03,Sabado,19:00-20:00,no,ninguno,291,alto
Av. la marina,2025-05-03,Sabado,20:00-21:00,no,ninguno,207,alto
Av. la marina,2025-05-03,Sabado,21:00-22:00,no,ninguno,63,bajo
Av. la marina,2025-05-03,Sabado,22:00-23:00,no,ninguno,97,bajo
Av. la marina,2025-05-03,Sabado,23:00-00:00,no,ninguno,147,regular
Av. abancay,2025-05-03,Sabado,00:00-01:00,no,ninguno,38,muy bajo
Av. abancay,2025-05-03,Sabado,01:00-02:00,no,ninguno,16,muy bajo
Av. abancay,2025-05-03,Sabado,02:00-03:00,no,ninguno,17,muy bajo
Av. abancay,2025-05-03,Sabado,03:00-04:00,no,ninguno,40,muy bajo
Av. abancay,2025-05-03,Sabado,04:00-05:00,no,ninguno,24,muy bajo
Av. abancay,2025-05-03,Sabado,05:00-06:00,no,ninguno,147,regular
Av. abancay,2025-05-03,Sabado,06:00-07:00,no,ninguno,246,alto
Av. abancay,2025-05-03,Sabado,07:00-08:00,no,ninguno,213,alto
Av. abancay,2025-05-03,Sabado,08:00-09:00,no,ninguno,150,regular
Av. abancay,2025-05-03,Sabado,09:00-10:00,no,ninguno,126,regular
Av. abancay,2025-05-03,Sabado,10:00-11:00,no,ninguno,103,bajo
Av. abancay,2025-05-03,Sabado,11:00-12:00,no,ninguno,156,regular
Av. abancay,2025-05-03,Sabado,12:00-13:00,no,ninguno,130,regular
Av. abancay,2025-05-03,Sabado,13:00-14:00,no,ninguno,114,bajo
Av. abancay,2025-05-03,Sabado,14:00-15:00,no,ninguno,109,bajo
Av. abancay,2025-05-03,Sabado,15:00-16:00,no,ninguno,177,regular
Av. abancay,2025-05-03,Sabado,16:00-17:00,no,ninguno,95,bajo
Av. abancay,2025-05-03,Sabado,17:00-18:00,no,ninguno,276,alto
Av. abancay,2025-05-03,Sabado,18:00-19:00,no,ninguno,137,regular
Av. abancay,2025-05-03,Sabado,19:00-20:00,no,ninguno,170,regular
Av. abancay,2025-05-03,Sabado,20:00-21:00,no,ninguno,285,alto
Av. abancay,2025-05-03,Sabado,21:00-22:00,no,ninguno,89,bajo
Av. abancay,2025-05-03,Sabado,22:00-23:00,no,ninguno,89,bajo
Av. abancay,2025-05-03,Sabado,23:00-00:00,no,ninguno,125,regular
Av. mexico,2025-05-03,Sabado,00:00-01:00,no,ninguno,51,muy bajo
Av. mexico,2025-05-03,Sabado,01:00-02:00,no,ninguno,34,muy bajo
Av. mexico,2025-05-03,Sabado,02:00-03:00,no,ninguno,28,muy bajo
Av. mexico,2025-05-03,Sabado,03:00-04:00,no,ninguno,45,muy bajo
Av. mexico,2025-05-03,Sabado,04:00-05:00,no,ninguno,46,muy bajo
Av. mexico,2025-05-03,Sabado,05:00-06:00,no,ninguno,155,regular
Av. mexico,2025-05-03,Sabado,06:00-07:00,no,ninguno,207,alto
Av. mexico,2025-05-03,Sabado,07:00-08:00,no,ninguno,128,regular
Av. mexico,2025-05-03,Sabado,08:00-09:00,no,ninguno,93,bajo
Av. mexico,2025-05-03,Sabado,09:00-10:00,no,ninguno,108,bajo
Av. mexico,2025-05-03,Sabado,10:00-11:00,no,ninguno,176,regular
Av. mexico,2025-05-03,Sabado,11:00-12:00,no,ninguno,109,bajo
Av. mexico,2025-05-03,Sabado,12:00-13:00,no,ninguno,168,regular
Av. mexico,2025-05-03,Sabado,13:00-14:00,no,ninguno,140,regular
Av. mexico,2025-05-03,Sabado,14:00-15:00,no,ninguno,113,bajo
Av. mexico,2025-05-03,Sabado,15:00-16:00,no,ninguno,175,regular
Av. mexico,2025-05-03,Sabado,16:00-17:00,no,ninguno,114,bajo
Av. mexico,2025-05-03,Sabado,17:00-18:00,no,ninguno,183,alto
Av. mexico,2025-05-03,Sabado,18:00-19:00,no,ninguno,246,alto
Av. mexico,2025-05-03,Sabado,19:00-20:00,no,ninguno,149,regular
Av. mexico,2025-05-03,Sabado,20:00-21:00,no,ninguno,170,regular
Av. mexico,2025-05-03,Sabado,21:00-22:00,no,ninguno,148,regular
Av. mexico,2025-05-03,Sabado,22:00-23:00,no,ninguno,125,regular
Av. mexico,2025-05-03,Sabado,23:00-00:00,no,ninguno,83,bajo
Av. argentina,2025-05-03,Sabado,00:00-01:00,no,ninguno,41,muy bajo
Av. argentina,2025-05-03,Sabado,01:00-02:00,no,ninguno,10,muy bajo
Av. argentina,2025-05-03,Sabado,02:00-03:00,no,ninguno,25,muy bajo
Av. argentina,2025-05-03,Sabado,03:00-04:00,no,ninguno,42,muy bajo
Av. argentina,2025-05-03,Sabado,04:00-05:00,no,ninguno,29,muy bajo
Av. argentina,2025-05-03,Sabado,05:00-06:00,no,ninguno,162,regular
Av. argentina,2025-05-03,Sabado,06:00-07:00,no,ninguno,158,regular
Av. argentina,2025-05-03,Sabado,07:00-08:00,no,ninguno,142,regular
Av. argentina,2025-05-03,Sabado,08:00-09:00,no,ninguno,146,regular
Av. argentina,2025-05-03,Sabado,09:00-10:00,no,ninguno,108,bajo
Av. argentina,2025-05-03,Sabado,10:00-11:00,no,ninguno,159,regular
Av. argentina,2025-05-03,Sabado,11:00-12:00,no,ninguno,122,regular
Av. argentina,2025-05-03,Sabado,12:00-13:00,no,ninguno,105,bajo
Av. argentina,2025-05-03,Sabado,13:00-14:00,no,ninguno,129,regular
Av. argentina,2025-05-03,Sabado,14:00-15:00,no,ninguno,102,bajo
Av. argentina,2025-05-03,Sabado,15:00-16:00,no,ninguno,142,regular
Av. argentina,2025-05-03,Sabado,16:00-17:00,no,ninguno,140,regular
Av. argentina,2025-05-03,Sabado,17:00-18:00,no,ninguno,256,alto
Av. argentina,2025-05-03,Sabado,18:00-19:00,no,ninguno,204,alto
Av. argentina,2025-05-03,Sabado,19:00-20:00,no,ninguno,285,alto
Av. argentina,2025-05-03,Sabado,20:00-21:00,no,ninguno,147,regular
Av. argentina,2025-05-03,Sabado,21:00-22:00,no,ninguno,107,bajo
Av. argentina,2025-05-03,Sabado,22:00-23:00,no,ninguno,133,regular
Av. argentina,2025-05-03,Sabado,23:00-00:00,no,ninguno,72,bajo
Av. venezuela,2025-05-03,Sabado,00:00-01:00,no,ninguno,47,muy bajo
Av. venezuela,2025-05-03,Sabado,01:00-02:00,no,ninguno,11,muy bajo
Av. venezuela,2025-05-03,Sabado,02:00-03:00,no,ninguno,23,muy bajo
Av. venezuela,2025-05-03,Sabado,03:00-04:00,no,ninguno,23,muy bajo
Av. venezuela,2025-05-03,Sabado,04:00-05:00,no,ninguno,25,muy bajo
Av. venezuela,2025-05-03,Sabado,05:00-06:00,no,ninguno,215,alto
Av. venezuela,2025-05-03,Sabado,06:00-07:00,no,ninguno,247,alto
Av. venezuela,2025-05-03,Sabado,07:00-08:00,no,ninguno,248,alto
Av. venezuela,2025-05-03,Sabado,08:00-09:00,no,ninguno,121,regular
Av. venezuela,2025-05-03,Sabado,09:00-10:00,no,ninguno,142,regular
Av. venezuela,2025-05-03,Sabado,10:00-11:00,no,ninguno,105,bajo
Av. venezuela,2025-05-03,Sabado,11:00-12:00,no,ninguno,167,regular
Av. venezuela,2025-05-03,Sabado,12:00-13:00,no,ninguno,129,regular
Av. venezuela,2025-05-03,Sabado,13:00-14:00,no,ninguno,159,regular
Av. venezuela,2025-05-03,Sabado,14:00-15:00,no,ninguno,103,bajo
Av. venezuela,2025-05-03,Sabado,15:00-16:00,no,ninguno,180,regular
Av. venezuela,2025-05-03,Sabado,16:00-17:00,no,ninguno,177,regular
Av. venezuela,2025-05-03,Sabado,17:00-18:00,no,ninguno,149,regular
Av. venezuela,2025-05-03,Sabado,18:00-19:00,no,ninguno,181,alto
Av. venezuela,2025-05-03,Sabado,19:00-20:00,no,ninguno,206,alto
Av. venezuela,2025-05-03,Sabado,20:00-21:00,no,ninguno,221,alto
Av. venezuela,2025-05-03,Sabado,21:00-22:00,no,ninguno,117,bajo
Av. venezuela,2025-05-03,Sabado,22:00-23:00,no,ninguno,95,bajo
Av. venezuela,2025-05-03,Sabado,23:00-00:00,no,ninguno,139,regular
Av. paseo de la república,2025-05-04,Domingo,00:00-01:00,no,ninguno,42,muy bajo
Av. paseo de la república,2025-05-04,Domingo,01:00-02:00,no,ninguno,45,muy bajo
Av. paseo de la república,2025-05-04,Domingo,02:00-03:00,no,ninguno,41,muy bajo
Av. paseo de la república,2025-05-04,Domingo,03:00-04:00,no,ninguno,17,muy bajo
Av. paseo de la república,2025-05-04,Domingo,04:00-05:00,no,ninguno,26,muy bajo
Av. paseo de la república,2025-05-04,Domingo,05:00-06:00,no,ninguno,232,alto
Av. paseo de la república,2025-05-04,Domingo,06:00-07:00,no,ninguno,231,alto
Av. paseo de la república,2025-05-04,Domingo,07:00-08:00,no,ninguno,183,alto
Av. paseo de la república,2025-05-04,Domingo,08:00-09:00,no,ninguno,151,regular
Av. paseo de la república,2025-05-04,Domingo,09:00-10:00,no,ninguno,158,regular
Av. paseo de la república,2025-05-04,Domingo,10:00-11:00,no,ninguno,173,regular
Av. paseo de la república,2025-05-04,Domingo,11:00-12:00,no,ninguno,172,regular
Av. paseo de la república,2025-05-04,Domingo,12:00-13:00,no,ninguno,179,regular
Av. paseo de la república,2025-05-04,Domingo,13:00-14:00,no,ninguno,122,regular
Av. paseo de la república,2025-05-04,Domingo,14:00-15:00,no,ninguno,124,regular
Av. paseo de la república,2025-05-04,Domingo,15:00-16:00,no,ninguno,175,regular
Av. paseo de la república,2025-05-04,Domingo,16:00-17:00,no,ninguno,154,regular
Av. paseo de la república,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,284,alto
Av. paseo de la república,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,314,alto
Av. paseo de la república,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,332,alto
Av. paseo de la república,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,242,alto
Av. paseo de la república,2025-05-04,Domingo,21:00-22:00,no,ninguno,131,regular
Av. paseo de la república,2025-05-04,Domingo,22:00-23:00,no,ninguno,85,bajo
Av. paseo de la república,2025-05-04,Domingo,23:00-00:00,no,ninguno,97,bajo
Av. alfredo benavides,2025-05-04,Domingo,00:00-01:00,no,ninguno,35,muy bajo
Av. alfredo benavides,2025-05-04,Domingo,01:00-02:00,no,ninguno,50,muy bajo
Av. alfredo benavides,2025-05-04,Domingo,02:00-03:00,no,ninguno,28,muy bajo
Av. alfredo benavides,2025-05-04,Domingo,03:00-04:00,no,ninguno,24,muy bajo
Av. alfredo benavides,2025-05-04,Domingo,04:00-05:00,no,ninguno,33,muy bajo
Av. alfredo benavides,2025-05-04,Domingo,05:00-06:00,no,ninguno,205,alto
Av. alfredo benavides,2025-05-04,Domingo,06:00-07:00,no,ninguno,112,bajo
Av. alfredo benavides,2025-05-04,Domingo,07:00-08:00,no,ninguno,235,alto
Av. alfredo benavides,2025-05-04,Domingo,08:00-09:00,no,ninguno,99,bajo
Av. alfredo benavides,2025-05-04,Domingo,09:00-10:00,no,ninguno,94,bajo
Av. alfredo benavides,2025-05-04,Domingo,10:00-11:00,no,ninguno,180,regular
Av. alfredo benavides,2025-05-04,Domingo,11:00-12:00,no,ninguno,96,bajo
Av. alfredo benavides,2025-05-04,Domingo,12:00-13:00,no,ninguno,159,regular
Av. alfredo benavides,2025-05-04,Domingo,13:00-14:00,no,ninguno,119,bajo
Av. alfredo benavides,2025-05-04,Domingo,14:00-15:00,no,ninguno,105,bajo
Av. alfredo benavides,2025-05-04,Domingo,15:00-16:00,no,ninguno,127,regular
Av. alfredo benavides,2025-05-04,Domingo,16:00-17:00,no,ninguno,165,regular
Av. alfredo benavides,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,324,alto
Av. alfredo benavides,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,339,alto
Av. alfredo benavides,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,298,alto
Av. alfredo benavides,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,272,alto
Av. alfredo benavides,2025-05-04,Domingo,21:00-22:00,no,ninguno,119,bajo
Av. alfredo benavides,2025-05-04,Domingo,22:00-23:00,no,ninguno,68,bajo
Av. alfredo benavides,2025-05-04,Domingo,23:00-00:00,no,ninguno,90,bajo
Av. universitaria,2025-05-04,Domingo,00:00-01:00,no,ninguno,24,muy bajo
Av. universitaria,2025-05-04,Domingo,01:00-02:00,no,ninguno,33,muy bajo
Av. universitaria,2025-05-04,Domingo,02:00-03:00,no,ninguno,32,muy bajo
Av. universitaria,2025-05-04,Domingo,03:00-04:00,no,ninguno,42,muy bajo
Av. universitaria,2025-05-04,Domingo,04:00-05:00,no,ninguno,44,muy bajo
Av. universitaria,2025-05-04,Domingo,05:00-06:00,no,ninguno,103,bajo
Av. universitaria,2025-05-04,Domingo,06:00-07:00,no,ninguno,136,regular
Av. universitaria,2025-05-04,Domingo,07:00-08:00,no,ninguno,203,alto
Av. universitaria,2025-05-04,Domingo,08:00-09:00,no,ninguno,102,bajo
Av. universitaria,2025-05-04,Domingo,09:00-10:00,no,ninguno,99,bajo
Av. universitaria,2025-05-04,Domingo,10:00-11:00,no,ninguno,178,regular
Av. universitaria,2025-05-04,Domingo,11:00-12:00,no,ninguno,163,regular
Av. universitaria,2025-05-04,Domingo,12:00-13:00,no,ninguno,176,regular
Av. universitaria,2025-05-04,Domingo,13:00-14:00,no,ninguno,166,regular
Av. universitaria,2025-05-04,Domingo,14:00-15:00,no,ninguno,148,regular
Av. universitaria,2025-05-04,Domingo,15:00-16:00,no,ninguno,165,regular
Av. universitaria,2025-05-04,Domingo,16:00-17:00,no,ninguno,110,bajo
Av. universitaria,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,279,alto
Av. universitaria,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,260,alto
Av. universitaria,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,337,alto
Av. universitaria,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,231,alto
Av. universitaria,2025-05-04,Domingo,21:00-22:00,no,ninguno,65,bajo
Av. universitaria,2025-05-04,Domingo,22:00-23:00,no,ninguno,83,bajo
Av. universitaria,2025-05-04,Domingo,23:00-00:00,no,ninguno,73,bajo
Av. la marina,2025-05-04,Domingo,00:00-01:00,no,ninguno,14,muy bajo
Av. la marina,2025-05-04,Domingo,01:00-02:00,no,ninguno,30,muy bajo
Av. la marina,2025-05-04,Domingo,02:00-03:00,no,ninguno,32,muy bajo
Av. la marina,2025-05-04,Domingo,03:00-04:00,no,ninguno,12,muy bajo
Av. la marina,2025-05-04,Domingo,04:00-05:00,no,ninguno,24,muy bajo
Av. la marina,2025-05-04,Domingo,05:00-06:00,no,ninguno,228,alto
Av. la marina,2025-05-04,Domingo,06:00-07:00,no,ninguno,111,bajo
Av. la marina,2025-05-04,Domingo,07:00-08:00,no,ninguno,236,alto
Av. la marina,2025-05-04,Domingo,08:00-09:00,no,ninguno,124,regular
Av. la marina,2025-05-04,Domingo,09:00-10:00,no,ninguno,151,regular
Av. la marina,2025-05-04,Domingo,10:00-11:00,no,ninguno,95,bajo
Av. la marina,2025-05-04,Domingo,11:00-12:00,no,ninguno,176,regular
Av. la marina,2025-05-04,Domingo,12:00-13:00,no,ninguno,140,regular
Av. la marina,2025-05-04,Domingo,13:00-14:00,no,ninguno,168,regular
Av. la marina,2025-05-04,Domingo,14:00-15:00,no,ninguno,175,regular
Av. la marina,2025-05-04,Domingo,15:00-16:00,no,ninguno,99,bajo
Av. la marina,2025-05-04,Domingo,16:00-17:00,no,ninguno,94,bajo
Av. la marina,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,327,alto
Av. la marina,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,286,alto
Av. la marina,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,195,alto
Av. la marina,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,171,regular
Av. la marina,2025-05-04,Domingo,21:00-22:00,no,ninguno,103,bajo
Av. la marina,2025-05-04,Domingo,22:00-23:00,no,ninguno,123,regular
