Zona,Fecha,DiaSemana,HoraInicio,HoraFin,Feriado,EventoEspecial,FlujoVehicular,Congestion
Av. Mexico,2025-05-02,Sunday,03:00,04:00,no,Partido de futbol,22,muy bajo
Av. Mexico,2025-05-02,Sunday,04:00,05:00,no,Partido de futbol,43,muy bajo
Av. Mexico,2025-05-02,Sunday,05:00,06:00,no,Partido de futbol,194,alto
Av. Mexico,2025-05-02,Sunday,06:00,07:00,no,Partido de futbol,201,alto
Av. Mexico,2025-05-02,Sunday,07:00,08:00,no,Partido de futbol,182,alto
Av. Mexico,2025-05-02,Sunday,08:00,09:00,no,Partido de futbol,111,bajo
Av. Mexico,2025-05-02,Sunday,09:00,10:00,no,Partido de futbol,176,regular
Av. Mexico,2025-05-02,Sunday,10:00,11:00,no,Partido de futbol,141,regular
Av. Mexico,2025-05-02,Sunday,11:00,12:00,no,Partido de futbol,123,regular
Av. Mexico,2025-05-02,Sunday,12:00,13:00,no,Partido de futbol,106,bajo
Av. Mexico,2025-05-02,Sunday,13:00,14:00,no,Partido de futbol,129,regular
Av. Mexico,2025-05-02,Sunday,14:00,15:00,no,Partido de futbol,121,regular
Av. Mexico,2025-05-02,Sunday,15:00,16:00,no,Partido de futbol,150,regular
Av. Mexico,2025-05-02,Sunday,16:00,17:00,no,Partido de futbol,152,regular
Av. Mexico,2025-05-02,Sunday,17:00,18:00,no,Partido de futbol,314,muy alto
Av. Mexico,2025-05-02,Sunday,18:00,19:00,no,Partido de futbol,220,alto
Av. Mexico,2025-05-02,Sunday,19:00,20:00,no,Partido de futbol,288,muy alto
Av. Mexico,2025-05-02,Sunday,20:00,21:00,no,Partido de futbol,142,regular
Av. Mexico,2025-05-02,Sunday,21:00,22:00,no,Partido de futbol,100,bajo
Av. Mexico,2025-05-02,Sunday,22:00,23:00,no,Partido de futbol,85,bajo
Av. Mexico,2025-05-02,Sunday,23:00,24:00,no,Partido de futbol,59,bajo
Av. Argentina,2025-05-02,Sunday,00:00,01:00,no,Partido de futbol,41,muy bajo
Av. Argentina,2025-05-02,Sunday,01:00,02:00,no,Partido de futbol,62,bajo
Av. Argentina,2025-05-02,Sunday,02:00,03:00,no,Partido de futbol,33,muy bajo
Av. Argentina,2025-05-02,Sunday,03:00,04:00,no,Partido de futbol,95,bajo
Av. Argentina,2025-05-02,Sunday,04:00,05:00,no,Partido de futbol,78,bajo
Av. Argentina,2025-05-02,Sunday,05:00,06:00,no,Partido de futbol,293,muy alto
Av. Argentina,2025-05-02,Sunday,06:00,07:00,no,Partido de futbol,187,alto
Av. Argentina,2025-05-02,Sunday,07:00,08:00,no,Partido de futbol,261,muy alto
Av. Argentina,2025-05-02,Sunday,08:00,09:00,no,Partido de futbol,144,regular
Av. Argentina,2025-05-02,Sunday,09:00,10:00,no,Partido de futbol,147,regular
Av. Argentina,2025-05-02,Sunday,10:00,11:00,no,Partido de futbol,94,bajo
Av. Argentina,2025-05-02,Sunday,11:00,12:00,no,Partido de futbol,94,bajo
Av. Argentina,2025-05-02,Sunday,12:00,13:00,no,Partido de futbol,126,regular
Av. Argentina,2025-05-02,Sunday,13:00,14:00,no,Partido de futbol,121,regular
Av. Argentina,2025-05-02,Sunday,14:00,15:00,no,Partido de futbol,110,bajo
Av. Argentina,2025-05-02,Sunday,15:00,16:00,no,Partido de futbol,225,alto
Av. Argentina,2025-05-02,Sunday,16:00,17:00,no,Partido de futbol,185,alto
Av. Argentina,2025-05-02,Sunday,17:00,18:00,no,Partido de futbol,270,muy alto
Av. Argentina,2025-05-02,Sunday,18:00,19:00,no,Partido de futbol,293,muy alto
Av. Argentina,2025-05-02,Sunday,19:00,20:00,no,Partido de futbol,258,muy alto
Av. Argentina,2025-05-02,Sunday,20:00,21:00,no,Partido de futbol,156,regular
Av. Argentina,2025-05-02,Sunday,21:00,22:00,no,Partido de futbol,168,regular
Av. Argentina,2025-05-02,Sunday,22:00,23:00,no,Partido de futbol,45,muy bajo
Av. Argentina,2025-05-02,Sunday,23:00,24:00,no,Partido de futbol,66,bajo
Av. Venezuela,2025-05-02,Sunday,00:00,01:00,no,Partido de futbol,83,bajo
Av. Venezuela,2025-05-02,Sunday,01:00,02:00,no,Partido de futbol,48,muy bajo
Av. Venezuela,2025-05-02,Sunday,02:00,03:00,no,Partido de futbol,46,muy bajo
Av. Venezuela,2025-05-02,Sunday,03:00,04:00,no,Partido de futbol,91,bajo
Av. Venezuela,2025-05-02,Sunday,04:00,05:00,no,Partido de futbol,66,bajo
Av. Venezuela,2025-05-02,Sunday,05:00,06:00,no,Partido de futbol,197,alto
Av. Venezuela,2025-05-02,Sunday,06:00,07:00,no,Partido de futbol,253,muy alto
Av. Venezuela,2025-05-02,Sunday,07:00,08:00,no,Partido de futbol,297,muy alto
Av. Venezuela,2025-05-02,Sunday,08:00,09:00,no,Partido de futbol,100,bajo
Av. Venezuela,2025-05-02,Sunday,09:00,10:00,no,Partido de futbol,111,bajo
Av. Venezuela,2025-05-02,Sunday,10:00,11:00,no,Partido de futbol,92,bajo
Av. Venezuela,2025-05-02,Sunday,11:00,12:00,no,Partido de futbol,117,bajo
Av. Venezuela,2025-05-02,Sunday,12:00,13:00,no,Partido de futbol,80,bajo
Av. Venezuela,2025-05-02,Sunday,13:00,14:00,no,Partido de futbol,119,bajo
Av. Venezuela,2025-05-02,Sunday,14:00,15:00,no,Partido de futbol,119,bajo
Av. Venezuela,2025-05-02,Sunday,15:00,16:00,no,Partido de futbol,201,alto
Av. Venezuela,2025-05-02,Sunday,16:00,17:00,no,Partido de futbol,146,regular
Av. Venezuela,2025-05-02,Sunday,17:00,18:00,no,Partido de futbol,265,muy alto
Av. Venezuela,2025-05-02,Sunday,18:00,19:00,no,Partido de futbol,328,muy alto
Av. Venezuela,2025-05-02,Sunday,19:00,20:00,no,Partido de futbol,308,muy alto
Av. Venezuela,2025-05-02,Sunday,20:00,21:00,no,Partido de futbol,107,bajo
Av. Venezuela,2025-05-02,Sunday,21:00,22:00,no,Partido de futbol,160,regular
Av. Venezuela,2025-05-02,Sunday,22:00,23:00,no,Partido de futbol,72,bajo
Av. Venezuela,2025-05-02,Sunday,23:00,24:00,no,Partido de futbol,47,muy bajo
Av. Paseo de la Republica,2025-05-03,Monday,00:00,01:00,no,ninguno,61,bajo
Av. Paseo de la Republica,2025-05-03,Monday,01:00,02:00,no,ninguno,95,bajo
Av. Paseo de la Republica,2025-05-03,Monday,02:00,03:00,no,ninguno,72,bajo
Av. Paseo de la Republica,2025-05-03,Monday,03:00,04:00,no,ninguno,38,muy bajo
Av. Paseo de la Republica,2025-05-03,Monday,04:00,05:00,no,ninguno,93,bajo
Av. Paseo de la Republica,2025-05-03,Monday,05:00,06:00,no,ninguno,224,alto
Av. Paseo de la Republica,2025-05-03,Monday,06:00,07:00,no,ninguno,198,alto
Av. Paseo de la Republica,2025-05-03,Monday,07:00,08:00,no,ninguno,193,alto
Av. Paseo de la Republica,2025-05-03,Monday,08:00,09:00,no,ninguno,149,regular
Av. Paseo de la Republica,2025-05-03,Monday,09:00,10:00,no,ninguno,175,regular
Av. Paseo de la Republica,2025-05-03,Monday,10:00,11:00,no,ninguno,96,bajo
Av. Paseo de la Republica,2025-05-03,Monday,11:00,12:00,no,ninguno,136,regular
Av. Paseo de la Republica,2025-05-03,Monday,12:00,13:00,no,ninguno,98,bajo
Av. Paseo de la Republica,2025-05-03,Monday,13:00,14:00,no,ninguno,134,regular
Av. Paseo de la Republica,2025-05-03,Monday,14:00,15:00,no,ninguno,135,regular
Av. Paseo de la Republica,2025-05-03,Monday,15:00,16:00,no,ninguno,200,alto
Av. Paseo de la Republica,2025-05-03,Monday,16:00,17:00,no,ninguno,196,alto
Av. Paseo de la Republica,2025-05-03,Monday,17:00,18:00,no,ninguno,257,muy alto
Av. Paseo de la Republica,2025-05-03,Monday,18:00,19:00,no,ninguno,278,muy alto
Av. Paseo de la Republica,2025-05-03,Monday,19:00,20:00,no,ninguno,215,alto
Av. Paseo de la Republica,2025-05-03,Monday,20:00,21:00,no,ninguno,147,regular
Av. Paseo de la Republica,2025-05-03,Monday,21:00,22:00,no,ninguno,109,bajo
Av. Paseo de la Republica,2025-05-03,Monday,22:00,23:00,no,ninguno,80,bajo
Av. Paseo de la Republica,2025-05-03,Monday,23:00,24:00,no,ninguno,73,bajo
Av. Alfredo Benavides,2025-05-03,Monday,00:00,01:00,no,ninguno,72,bajo
Av. Alfredo Benavides,2025-05-03,Monday,01:00,02:00,no,ninguno,31,muy bajo
Av. Alfredo Benavides,2025-05-03,Monday,02:00,03:00,no,ninguno,81,bajo
Av. Alfredo Benavides,2025-05-03,Monday,03:00,04:00,no,ninguno,73,bajo
Av. Alfredo Benavides,2025-05-03,Monday,04:00,05:00,no,ninguno,61,bajo
Av. Alfredo Benavides,2025-05-03,Monday,05:00,06:00,no,ninguno,152,regular
Av. Alfredo Benavides,2025-05-03,Monday,06:00,07:00,no,ninguno,262,muy alto
Av. Alfredo Benavides,2025-05-03,Monday,07:00,08:00,no,ninguno,275,muy alto
Av. Alfredo Benavides,2025-05-03,Monday,08:00,09:00,no,ninguno,194,alto
Av. Alfredo Benavides,2025-05-03,Monday,09:00,10:00,no,ninguno,102,bajo
Av. Alfredo Benavides,2025-05-03,Monday,10:00,11:00,no,ninguno,108,bajo
Av. Alfredo Benavides,2025-05-03,Monday,11:00,12:00,no,ninguno,138,regular
Av. Alfredo Benavides,2025-05-03,Monday,12:00,13:00,no,ninguno,104,bajo
Av. Alfredo Benavides,2025-05-03,Monday,13:00,14:00,no,ninguno,96,bajo
Av. Alfredo Benavides,2025-05-03,Monday,14:00,15:00,no,ninguno,104,bajo
Av. Alfredo Benavides,2025-05-03,Monday,15:00,16:00,no,ninguno,226,alto
Av. Alfredo Benavides,2025-05-03,Monday,16:00,17:00,no,ninguno,167,regular
Av. Alfredo Benavides,2025-05-03,Monday,17:00,18:00,no,ninguno,214,alto
Av. Alfredo Benavides,2025-05-03,Monday,18:00,19:00,no,ninguno,336,muy alto
Av. Alfredo Benavides,2025-05-03,Monday,19:00,20:00,no,ninguno,234,alto
Av. Alfredo Benavides,2025-05-03,Monday,20:00,21:00,no,ninguno,139,regular
Av. Alfredo Benavides,2025-05-03,Monday,21:00,22:00,no,ninguno,130,regular
Av. Alfredo Benavides,2025-05-03,Monday,22:00,23:00,no,ninguno,78,bajo
Av. Alfredo Benavides,2025-05-03,Monday,23:00,24:00,no,ninguno,74,bajo
Av. Universitaria,2025-05-03,Monday,00:00,01:00,no,ninguno,39,muy bajo
Av. Universitaria,2025-05-03,Monday,01:00,02:00,no,ninguno,46,muy bajo
Av. Universitaria,2025-05-03,Monday,02:00,03:00,no,ninguno,63,bajo
Av. Universitaria,2025-05-03,Monday,03:00,04:00,no,ninguno,40,muy bajo
Av. Universitaria,2025-05-03,Monday,04:00,05:00,no,ninguno,94,bajo
Av. Universitaria,2025-05-03,Monday,05:00,06:00,no,ninguno,292,muy alto
Av. Universitaria,2025-05-03,Monday,06:00,07:00,no,ninguno,286,muy alto
Av. Universitaria,2025-05-03,Monday,07:00,08:00,no,ninguno,287,muy alto
Av. Universitaria,2025-05-03,Monday,08:00,09:00,no,ninguno,129,regular
Av. Universitaria,2025-05-03,Monday,09:00,10:00,no,ninguno,114,bajo
Av. Universitaria,2025-05-03,Monday,10:00,11:00,no,ninguno,131,regular
Av. Universitaria,2025-05-03,Monday,11:00,12:00,no,ninguno,116,bajo
Av. Universitaria,2025-05-03,Monday,12:00,13:00,no,ninguno,141,regular
Av. Universitaria,2025-05-03,Monday,13:00,14:00,no,ninguno,147,regular
Av. Universitaria,2025-05-03,Monday,14:00,15:00,no,ninguno,103,bajo
Av. Universitaria,2025-05-03,Monday,15:00,16:00,no,ninguno,211,alto
Av. Universitaria,2025-05-03,Monday,16:00,17:00,no,ninguno,227,alto
Av. Universitaria,2025-05-03,Monday,17:00,18:00,no,ninguno,255,muy alto
Av. Universitaria,2025-05-03,Monday,18:00,19:00,no,ninguno,216,alto
Av. Universitaria,2025-05-03,Monday,19:00,20:00,no,ninguno,262,muy alto
Av. Universitaria,2025-05-03,Monday,20:00,21:00,no,ninguno,104,bajo
Av. Universitaria,2025-05-03,Monday,21:00,22:00,no,ninguno,120,regular
Av. Universitaria,2025-05-03,Monday,22:00,23:00,no,ninguno,51,bajo
Av. Universitaria,2025-05-03,Monday,23:00,24:00,no,ninguno,86,bajo
Av. de la Marina,2025-05-03,Monday,00:00,01:00,no,ninguno,75,bajo
Av. de la Marina,2025-05-03,Monday,01:00,02:00,no,ninguno,37,muy bajo
Av. de la Marina,2025-05-03,Monday,02:00,03:00,no,ninguno,81,bajo
Av. de la Marina,2025-05-03,Monday,03:00,04:00,no,ninguno,61,bajo
Av. de la Marina,2025-05-03,Monday,04:00,05:00,no,ninguno,83,bajo
Av. de la Marina,2025-05-03,Monday,05:00,06:00,no,ninguno,227,alto
Av. de la Marina,2025-05-03,Monday,06:00,07:00,no,ninguno,294,muy alto
Av. de la Marina,2025-05-03,Monday,07:00,08:00,no,ninguno,155,regular
Av. de la Marina,2025-05-03,Monday,08:00,09:00,no,ninguno,120,regular
Av. de la Marina,2025-05-03,Monday,09:00,10:00,no,ninguno,169,regular
Av. de la Marina,2025-05-03,Monday,10:00,11:00,no,ninguno,122,regular
Av. de la Marina,2025-05-03,Monday,11:00,12:00,no,ninguno,104,bajo
Av. de la Marina,2025-05-03,Monday,12:00,13:00,no,ninguno,92,bajo
Av. de la Marina,2025-05-03,Monday,13:00,14:00,no,ninguno,105,bajo
Av. de la Marina,2025-05-03,Monday,14:00,15:00,no,ninguno,82,bajo
Av. de la Marina,2025-05-03,Monday,15:00,16:00,no,ninguno,176,regular
Av. de la Marina,2025-05-03,Monday,16:00,17:00,no,ninguno,157,regular
Av. de la Marina,2025-05-03,Monday,17:00,18:00,no,ninguno,314,muy alto
Av. de la Marina,2025-05-03,Monday,18:00,19:00,no,ninguno,309,muy alto
Av. de la Marina,2025-05-03,Monday,19:00,20:00,no,ninguno,267,muy alto
Av. de la Marina,2025-05-03,Monday,20:00,21:00,no,ninguno,143,regular
Av. de la Marina,2025-05-03,Monday,21:00,22:00,no,ninguno,144,regular
Av. de la Marina,2025-05-03,Monday,22:00,23:00,no,ninguno,66,bajo
Av. de la Marina,2025-05-03,Monday,23:00,24:00,no,ninguno,87,bajo
Av. Abancay,2025-05-03,Monday,00:00,01:00,no,ninguno,23,muy bajo
Av. Abancay,2025-05-03,Monday,01:00,02:00,no,ninguno,75,bajo
Av. Abancay,2025-05-03,Monday,02:00,03:00,no,ninguno,40,muy bajo
Av. Abancay,2025-05-03,Monday,03:00,04:00,no,ninguno,71,bajo
Av. Abancay,2025-05-03,Monday,04:00,05:00,no,ninguno,70,bajo
Av. Abancay,2025-05-03,Monday,05:00,06:00,no,ninguno,191,alto
Av. Abancay,2025-05-03,Monday,06:00,07:00,no,ninguno,276,muy alto
Av. Abancay,2025-05-03,Monday,07:00,08:00,no,ninguno,290,muy alto
Av. Abancay,2025-05-03,Monday,08:00,09:00,no,ninguno,137,regular
Av. Abancay,2025-05-03,Monday,09:00,10:00,no,ninguno,181,alto
Av. Abancay,2025-05-03,Monday,10:00,11:00,no,ninguno,126,regular
Av. Abancay,2025-05-03,Monday,11:00,12:00,no,ninguno,103,bajo
Av. Abancay,2025-05-03,Monday,12:00,13:00,no,ninguno,100,bajo
Av. Abancay,2025-05-03,Monday,13:00,14:00,no,ninguno,100,bajo
Av. Abancay,2025-05-03,Monday,14:00,15:00,no,ninguno,125,regular
Av. Abancay,2025-05-03,Monday,15:00,16:00,no,ninguno,148,regular
Av. Abancay,2025-05-03,Monday,16:00,17:00,no,ninguno,136,regular
Av. Abancay,2025-05-03,Monday,17:00,18:00,no,ninguno,305,muy alto
Av. Abancay,2025-05-03,Monday,18:00,19:00,no,ninguno,333,muy alto
Av. Abancay,2025-05-03,Monday,19:00,20:00,no,ninguno,259,muy alto
Av. Abancay,2025-05-03,Monday,20:00,21:00,no,ninguno,139,regular
Av. Abancay,2025-05-03,Monday,21:00,22:00,no,ninguno,136,regular
Av. Abancay,2025-05-03,Monday,22:00,23:00,no,ninguno,64,bajo
Av. Abancay,2025-05-03,Monday,23:00,24:00,no,ninguno,83,bajo
Av. Mexico,2025-05-03,Monday,00:00,01:00,no,ninguno,86,bajo
Av. Mexico,2025-05-03,Monday,01:00,02:00,no,ninguno,40,muy bajo
Av. Mexico,2025-05-03,Monday,02:00,03:00,no,ninguno,20,muy bajo
Av. Mexico,2025-05-03,Monday,03:00,04:00,no,ninguno,43,muy bajo
Av. Mexico,2025-05-03,Monday,04:00,05:00,no,ninguno,60,bajo
Av. Mexico,2025-05-03,Monday,05:00,06:00,no,ninguno,162,regular
Av. Mexico,2025-05-03,Monday,06:00,07:00,no,ninguno,289,muy alto
Av. Mexico,2025-05-03,Monday,07:00,08:00,no,ninguno,265,muy alto
Av. Mexico,2025-05-03,Monday,08:00,09:00,no,ninguno,199,alto
Av. Mexico,2025-05-03,Monday,09:00,10:00,no,ninguno,148,regular
Av. Mexico,2025-05-03,Monday,10:00,11:00,no,ninguno,132,regular
Av. Mexico,2025-05-03,Monday,11:00,12:00,no,ninguno,116,bajo
Av. Mexico,2025-05-03,Monday,12:00,13:00,no,ninguno,81,bajo
Av. Mexico,2025-05-03,Monday,13:00,14:00,no,ninguno,144,regular
Av. Mexico,2025-05-03,Monday,14:00,15:00,no,ninguno,137,regular
Av. Mexico,2025-05-03,Monday,15:00,16:00,no,ninguno,142,regular
Av. Mexico,2025-05-03,Monday,16:00,17:00,no,ninguno,165,regular
Av. Mexico,2025-05-03,Monday,17:00,18:00,no,ninguno,340,muy alto
Av. Mexico,2025-05-03,Monday,18:00,19:00,no,ninguno,322,muy alto
Av. Mexico,2025-05-03,Monday,19:00,20:00,no,ninguno,263,muy alto
Av. Mexico,2025-05-03,Monday,20:00,21:00,no,ninguno,169,regular
Av. Mexico,2025-05-03,Monday,21:00,22:00,no,ninguno,122,regular
Av. Mexico,2025-05-03,Monday,22:00,23:00,no,ninguno,79,bajo
Av. Mexico,2025-05-03,Monday,23:00,24:00,no,ninguno,75,bajo
Av. Argentina,2025-05-03,Monday,00:00,01:00,no,ninguno,25,muy bajo
Av. Argentina,2025-05-03,Monday,01:00,02:00,no,ninguno,66,bajo
Av. Argentina,2025-05-03,Monday,02:00,03:00,no,ninguno,29,muy bajo
Av. Argentina,2025-05-03,Monday,03:00,04:00,no,ninguno,68,bajo
Av. Argentina,2025-05-03,Monday,04:00,05:00,no,ninguno,77,bajo
Av. Argentina,2025-05-03,Monday,05:00,06:00,no,ninguno,191,alto
Av. Argentina,2025-05-03,Monday,06:00,07:00,no,ninguno,244,alto
Av. Argentina,2025-05-03,Monday,07:00,08:00,no,ninguno,244,alto
Av. Argentina,2025-05-03,Monday,08:00,09:00,no,ninguno,179,regular
Av. Argentina,2025-05-03,Monday,09:00,10:00,no,ninguno,128,regular
Av. Argentina,2025-05-03,Monday,10:00,11:00,no,ninguno,121,regular
Av. Argentina,2025-05-03,Monday,11:00,12:00,no,ninguno,84,bajo
Av. Argentina,2025-05-03,Monday,12:00,13:00,no,ninguno,93,bajo
Av. Argentina,2025-05-03,Monday,13:00,14:00,no,ninguno,134,regular
Av. Argentina,2025-05-03,Monday,14:00,15:00,no,ninguno,148,regular
Av. Argentina,2025-05-03,Monday,15:00,16:00,no,ninguno,137,regular
Av. Argentina,2025-05-03,Monday,16:00,17:00,no,ninguno,158,regular
Av. Argentina,2025-05-03,Monday,17:00,18:00,no,ninguno,256,muy alto
Av. Argentina,2025-05-03,Monday,18:00,19:00,no,ninguno,219,alto
Av. Argentina,2025-05-03,Monday,19:00,20:00,no,ninguno,271,muy alto
Av. Argentina,2025-05-03,Monday,20:00,21:00,no,ninguno,161,regular
Av. Argentina,2025-05-03,Monday,21:00,22:00,no,ninguno,136,regular
Av. Argentina,2025-05-03,Monday,22:00,23:00,no,ninguno,40,muy bajo
Av. Argentina,2025-05-03,Monday,23:00,24:00,no,ninguno,91,bajo
Av. Venezuela,2025-05-03,Monday,00:00,01:00,no,ninguno,36,muy bajo
Av. Venezuela,2025-05-03,Monday,01:00,02:00,no,ninguno,90,bajo
Av. Venezuela,2025-05-03,Monday,02:00,03:00,no,ninguno,98,bajo
Av. Venezuela,2025-05-03,Monday,03:00,04:00,no,ninguno,66,bajo
Av. Venezuela,2025-05-03,Monday,04:00,05:00,no,ninguno,75,bajo
Av. Venezuela,2025-05-03,Monday,05:00,06:00,no,ninguno,158,regular
Av. Venezuela,2025-05-03,Monday,06:00,07:00,no,ninguno,293,muy alto
Av. Venezuela,2025-05-03,Monday,07:00,08:00,no,ninguno,294,muy alto
Av. Venezuela,2025-05-03,Monday,08:00,09:00,no,ninguno,107,bajo
Av. Venezuela,2025-05-03,Monday,09:00,10:00,no,ninguno,181,alto
Av. Venezuela,2025-05-03,Monday,10:00,11:00,no,ninguno,127,regular
Av. Venezuela,2025-05-03,Monday,11:00,12:00,no,ninguno,115,bajo
Av. Venezuela,2025-05-03,Monday,12:00,13:00,no,ninguno,128,regular
Av. Venezuela,2025-05-03,Monday,13:00,14:00,no,ninguno,115,bajo
Av. Venezuela,2025-05-03,Monday,14:00,15:00,no,ninguno,124,regular
Av. Venezuela,2025-05-03,Monday,15:00,16:00,no,ninguno,193,alto
Av. Venezuela,2025-05-03,Monday,16:00,17:00,no,ninguno,210,alto
Av. Venezuela,2025-05-03,Monday,17:00,18:00,no,ninguno,325,muy alto
Av. Venezuela,2025-05-03,Monday,18:00,19:00,no,ninguno,221,alto
Av. Venezuela,2025-05-03,Monday,19:00,20:00,no,ninguno,220,alto
Av. Venezuela,2025-05-03,Monday,20:00,21:00,no,ninguno,162,regular
Av. Venezuela,2025-05-03,Monday,21:00,22:00,no,ninguno,169,regular
Av. Venezuela,2025-05-03,Monday,22:00,23:00,no,ninguno,62,bajo
Av. Venezuela,2025-05-03,Monday,23:00,24:00,no,ninguno,40,muy bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,00:00,01:00,no,Concierto,22,muy bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,01:00,02:00,no,Concierto,64,bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,02:00,03:00,no,Concierto,63,bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,03:00,04:00,no,Concierto,43,muy bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,04:00,05:00,no,Concierto,41,muy bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,05:00,06:00,no,Concierto,150,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,06:00,07:00,no,Concierto,198,alto
Av. Paseo de la Republica,2025-05-04,Tuesday,07:00,08:00,no,Concierto,235,alto
Av. Paseo de la Republica,2025-05-04,Tuesday,08:00,09:00,no,Concierto,179,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,09:00,10:00,no,Concierto,179,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,10:00,11:00,no,Concierto,132,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,11:00,12:00,no,Concierto,85,bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,12:00,13:00,no,Concierto,99,bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,13:00,14:00,no,Concierto,87,bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,14:00,15:00,no,Concierto,140,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,15:00,16:00,no,Concierto,205,alto
Av. Paseo de la Republica,2025-05-04,Tuesday,16:00,17:00,no,Concierto,221,alto
Av. Paseo de la Republica,2025-05-04,Tuesday,17:00,18:00,no,Concierto,259,muy alto
Av. Paseo de la Republica,2025-05-04,Tuesday,18:00,19:00,no,Concierto,279,muy alto
Av. Paseo de la Republica,2025-05-04,Tuesday,19:00,20:00,no,Concierto,328,muy alto
Av. Paseo de la Republica,2025-05-04,Tuesday,20:00,21:00,no,Concierto,143,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,21:00,22:00,no,Concierto,160,regular
Av. Paseo de la Republica,2025-05-04,Tuesday,22:00,23:00,no,Concierto,88,bajo
Av. Paseo de la Republica,2025-05-04,Tuesday,23:00,24:00,no,Concierto,90,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,00:00,01:00,no,Concierto,91,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,01:00,02:00,no,Concierto,53,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,02:00,03:00,no,Concierto,54,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,03:00,04:00,no,Concierto,75,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,04:00,05:00,no,Concierto,33,muy bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,05:00,06:00,no,Concierto,233,alto
Av. Alfredo Benavides,2025-05-04,Tuesday,06:00,07:00,no,Concierto,165,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,07:00,08:00,no,Concierto,233,alto
Av. Alfredo Benavides,2025-05-04,Tuesday,08:00,09:00,no,Concierto,188,alto
Av. Alfredo Benavides,2025-05-04,Tuesday,09:00,10:00,no,Concierto,144,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,10:00,11:00,no,Concierto,110,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,11:00,12:00,no,Concierto,125,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,12:00,13:00,no,Concierto,135,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,13:00,14:00,no,Concierto,126,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,14:00,15:00,no,Concierto,98,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,15:00,16:00,no,Concierto,142,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,16:00,17:00,no,Concierto,139,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,17:00,18:00,no,Concierto,299,muy alto
Av. Alfredo Benavides,2025-05-04,Tuesday,18:00,19:00,no,Concierto,283,muy alto
Av. Alfredo Benavides,2025-05-04,Tuesday,19:00,20:00,no,Concierto,208,alto
Av. Alfredo Benavides,2025-05-04,Tuesday,20:00,21:00,no,Concierto,152,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,21:00,22:00,no,Concierto,151,regular
Av. Alfredo Benavides,2025-05-04,Tuesday,22:00,23:00,no,Concierto,92,bajo
Av. Alfredo Benavides,2025-05-04,Tuesday,23:00,24:00,no,Concierto,46,muy bajo
Av. Universitaria,2025-05-04,Tuesday,00:00,01:00,no,Concierto,83,bajo
Av. Universitaria,2025-05-04,Tuesday,01:00,02:00,no,Concierto,88,bajo
Av. Universitaria,2025-05-04,Tuesday,02:00,03:00,no,Concierto,54,bajo
Av. Universitaria,2025-05-04,Tuesday,03:00,04:00,no,Concierto,47,muy bajo
Av. Universitaria,2025-05-04,Tuesday,04:00,05:00,no,Concierto,41,muy bajo
Av. Universitaria,2025-05-04,Tuesday,05:00,06:00,no,Concierto,155,regular
Av. Universitaria,2025-05-04,Tuesday,06:00,07:00,no,Concierto,271,muy alto
Av. Universitaria,2025-05-04,Tuesday,07:00,08:00,no,Concierto,203,alto
Av. Universitaria,2025-05-04,Tuesday,08:00,09:00,no,Concierto,114,bajo
Av. Universitaria,2025-05-04,Tuesday,09:00,10:00,no,Concierto,109,bajo
Av. Universitaria,2025-05-04,Tuesday,10:00,11:00,no,Concierto,115,bajo
Av. Universitaria,2025-05-04,Tuesday,11:00,12:00,no,Concierto,103,bajo
Av. Universitaria,2025-05-04,Tuesday,12:00,13:00,no,Concierto,135,regular
Av. Universitaria,2025-05-04,Tuesday,13:00,14:00,no,Concierto,112,bajo
Av. Universitaria,2025-05-04,Tuesday,14:00,15:00,no,Concierto,95,bajo
